1525539098 0 0 0 0 1 0 0
1525539175 0 0 0 0 297 0 0
1525539213 0 0 0 0 13581 0 0
1525542625 0 0 49 0 13581 0 0
1525548851 0 0 373 0 13581 0 0
1525550418 0 0 400 0 13581 0 0
1525554554 0 0 400 0 13759 0 0
1525554564 0 0 400 0 13759 0 0
1525555665 0 0 400 0 13759 12 0
1525557055 0 0 400 0 13762 12 0
1526674078 0 0 400 0 13762 164 0
1526739879 0 0 407 0 13762 164 0
1526756481 0 0 407 0 13762 654 0
1526760646 0 80 407 0 13762 654 0
1526761084 0 80 407 0 13762 654 0
1526766650 0 115 407 0 13762 654 0
1526767330 0 122 407 0 13762 654 0
1526767361 0 122 407 0 13762 654 0
1526768495 0 122 428 0 13762 654 0
1526768668 0 122 433 0 13762 654 0
1526773253 13 122 433 0 13762 654 0
1526775974 13 147 433 0 13762 654 0
1527364838 3564 147 433 0 13762 654 0
1527364960 3623 147 433 0 13762 654 0
1527366654 3716 147 433 0 13762 654 0
1527369090 4139 147 433 0 13762 654 0
1527369180 4139 147 433 0 13762 654 0
1527369440 4325 147 433 0 13762 654 0
1527372055 4395 147 433 0 13762 654 0
1527373458 4420 147 433 0 13762 654 0
1527375584 4472 147 433 0 13762 654 0
1527397380 4535 147 433 0 13762 654 0
1527401062 4558 147 433 0 13762 654 0
1527411513 4761 147 433 0 13762 654 0
1527452800 4761 151 433 0 13762 654 0
1527459295 5115 151 433 0 13762 654 0
1527479878 5181 151 433 0 13762 654 0
1527480217 5183 151 433 0 13762 654 0
1527628562 5183 177 433 0 13762 654 0
1527628683 5183 177 433 0 13762 654 0
1527814880 5779 177 433 0 13762 654 0
1527895338 5779 310 433 0 13762 654 0
1527951809 5779 576 433 0 13762 654 0
1527957967 5779 576 1906 0 13762 654 0
1527963139 5792 576 1906 0 13762 654 0
1527963345 5792 584 1906 0 13762 654 0
1527968055 5792 584 2020 0 13762 654 0
1527968100 5792 584 2020 0 13762 654 0
1527974795 5904 584 2020 0 13762 654 0
1527980912 5972 584 2020 0 13762 654 0
1527981003 5972 584 2020 0 13762 654 0
1528124885 5972 584 2020 107 13762 654 0
1528132165 5972 584 2020 157 13762 654 0
1528132339 5972 584 2020 157 13762 654 0
1528133861 5972 595 2020 157 13762 654 0
1528133885 5972 595 2020 157 13762 654 0
1528142087 5972 596 2020 157 13762 654 0
1528164378 5972 596 2064 157 13762 654 0
1528164407 5972 596 2064 157 13762 654 0
1528210948 5972 598 2064 157 13762 654 0
1528213532 6043 598 2064 157 13762 654 0
1528218309 6043 598 2064 241 13762 654 0
1528221159 6067 598 2064 241 13762 654 0
1528221177 6067 598 2064 241 13762 654 0
1528222704 6067 598 2064 285 13762 654 0
1528223818 6067 598 2064 285 13762 654 0
1528237358 6067 598 2107 285 13762 654 0
1528248527 6067 598 2409 285 13762 654 0
1528330713 6089 598 2409 285 13762 654 0
1528330936 6089 625 2409 285 13762 654 0
1528337452 6089 700 2409 285 13762 654 0
1528341252 6089 700 2409 285 13762 654 0
1528388370 6089 710 2409 285 13762 654 0
1528389179 6089 710 2409 285 13762 654 0
1528390021 6089 724 2409 285 13762 654 0
1528390162 6089 724 2409 285 13762 654 0
1528404937 6089 728 2409 285 13762 654 0
1528409181 6089 728 2458 285 13762 654 0
1528473578 6089 728 2625 285 13762 654 0
1528475773 6089 728 2659 285 13762 654 0
1528483819 6089 728 2703 285 13762 654 0
1528485604 6089 728 2711 285 13762 654 0
1528499471 6089 728 2711 285 13762 654 0
1528564156 7529 728 2711 285 13762 654 0
1528565476 7529 730 2711 285 13762 654 0
1528566729 7529 730 2732 285 13762 654 0
1528566756 7529 730 2732 285 13762 654 0
