1525539098 0 0 0 1 0 0 0
1525539175 0 0 0 2 0 0 0
1525539213 0 0 0 3 0 0 0
1525542625 0 1 0 3 0 0 0
1525548851 0 2 0 3 0 0 0
1525550418 0 3 0 3 0 0 0
1525554554 0 3 0 4 0 0 0
1525554564 0 3 0 5 0 0 0
1525555665 0 3 0 5 0 1 0
1525557055 0 3 0 6 0 1 0
1526674078 0 3 0 6 0 2 0
1526739879 0 4 0 6 0 2 0
1526756481 0 4 0 6 0 3 0
1526760646 0 4 1 6 0 3 0
1526761084 0 5 1 6 0 3 0
1526766650 0 5 2 6 0 3 0
1526767330 0 5 3 6 0 3 0
1526767361 0 6 3 6 0 3 0
1526768495 0 7 3 6 0 3 0
1526768668 0 8 3 6 0 3 0
1526773253 1 8 3 6 0 3 0
1526775974 1 8 4 6 0 3 0
1527364838 2 8 4 6 0 3 0
1527364960 3 8 4 6 0 3 0
1527366654 4 8 4 6 0 3 0
1527369090 5 8 4 6 0 3 0
1527369180 6 8 4 6 0 3 0
1527369440 7 8 4 6 0 3 0
1527372055 8 8 4 6 0 3 0
1527373458 9 8 4 6 0 3 0
1527375584 10 8 4 6 0 3 0
1527397380 11 8 4 6 0 3 0
1527401062 12 8 4 6 0 3 0
1527411513 13 8 4 6 0 3 0
1527452800 13 8 5 6 0 3 0
1527459295 14 8 5 6 0 3 0
1527479878 15 8 5 6 0 3 0
1527480217 16 8 5 6 0 3 0
1527628562 16 8 6 6 0 3 0
1527628683 16 8 7 6 0 3 0
1527814880 17 8 7 6 0 3 0
1527895338 17 8 8 6 0 3 0
1527951809 17 8 9 6 0 3 0
1527957967 17 9 9 6 0 3 0
1527963139 18 9 9 6 0 3 0
1527963345 18 9 10 6 0 3 0
1527968055 18 10 10 6 0 3 0
1527968100 18 11 10 6 0 3 0
1527974795 19 11 10 6 0 3 0
1527980912 20 11 10 6 0 3 0
1527981003 20 11 10 6 0 3 1
1528124885 20 11 10 6 1 3 1
1528132165 20 11 10 6 2 3 1
1528132339 20 11 10 6 3 3 1
1528133861 20 11 11 6 3 3 1
1528133885 20 11 12 6 3 3 1
1528142087 20 11 13 6 3 3 1
1528164378 20 12 13 6 3 3 1
1528164407 20 13 13 6 3 3 1
1528210948 20 13 14 6 3 3 1
1528213532 21 13 14 6 3 3 1
1528218309 21 13 14 6 4 3 1
1528221159 22 13 14 6 4 3 1
1528221177 23 13 14 6 4 3 1
1528222704 23 13 14 6 5 3 1
1528223818 23 14 14 6 5 3 1
1528237358 23 15 14 6 5 3 1
1528248527 23 16 14 6 5 3 1
1528330936 23 16 15 6 5 3 1
1528337452 23 16 16 6 5 3 1
1528388370 23 16 17 6 5 3 1
1528390021 23 16 18 6 5 3 1
1528404937 23 16 19 6 5 3 1
1528409181 23 17 19 6 5 3 1
1528473578 23 18 19 6 5 3 1
1528475773 23 19 19 6 5 3 1
1528483819 23 20 19 6 5 3 1
1528485604 23 21 19 6 5 3 1
1528565476 23 21 20 6 5 3 1
1528566729 23 22 20 6 5 3 1
1528566756 23 23 20 6 5 3 1
